Timestamp,Amount (INR),Sender,UPI ID,Platform,Category,Item,Receiver
1/2/2023 10:00,4224.672147,Nikhil Pandey,nikhilpandey@upi,Amazon Pay,Frozen Foods,french fries,Super Market Pvt Ltd
1/2/2023 11:00,5099.048506,Pranav Bajaj,pranavbajaj@upi,Paytm,Clothing,Shirt,Super Market Pvt Ltd
1/2/2023 12:00,1933.446758,Pranav Bajaj,pranavbajaj@upi,Bank UPI,Electronics,Headphones,Super Market Pvt Ltd
1/2/2023 13:00,4174.058889,Vivek Saxena,viveksaxena@upi,Bank UPI,Frozen Foods,Pasta,Super Market Pvt Ltd
1/2/2023 14:00,3766.803331,Siddharth Roy,siddharthroy@upi,Paytm,Clothing,Saree,Super Market Pvt Ltd
1/2/2023 15:00,2136.648254,Simran Kaur,simrankaur@upi,Google Pay,Stationery,exam pads,Super Market Pvt Ltd
1/2/2023 16:00,4075.841912,Vivek Saxena,viveksaxena@upi,Amazon Pay,Groceries,Wheat,Super Market Pvt Ltd
1/2/2023 17:00,3344.947183,Ayesha Khan,ayeshakhan@upi,Google Pay,Electronics,Headphones,Super Market Pvt Ltd
1/2/2023 18:00,1296.281828,Simran Kaur,simrankaur@upi,Bank UPI,Stationery,Book,Super Market Pvt Ltd
1/2/2023 19:00,3569.658804,Pranav Bajaj,pranavbajaj@upi,Google Pay,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/2/2023 20:00,4114.980952,Simran Kaur,simrankaur@upi,BHIM UPI,Footwear,socks,Super Market Pvt Ltd
1/2/2023 21:00,4380.844241,Ramesh Chandra,rameshchandra@upi,PhonePe,Footwear,socks,Super Market Pvt Ltd
1/2/2023 22:00,2586.066638,Sneha Kapoor,snehakapoor@upi,Paytm,Frozen Foods,Tortilla,Super Market Pvt Ltd
1/2/2023 23:00,2638.240772,Kavita Das,kavitadas@upi,Amazon Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
1/3/2023 0:00,4030.555148,Varun Iyer,varuniyer@upi,Paytm,Clothing,Saree,Super Market Pvt Ltd
1/3/2023 1:00,1697.84675,Simran Kaur,simrankaur@upi,Google Pay,Frozen Foods,Pasta,Super Market Pvt Ltd
1/3/2023 2:00,5332.077194,Pranav Bajaj,pranavbajaj@upi,PhonePe,Furniture,Sofa,Super Market Pvt Ltd
1/3/2023 3:00,1406.462654,Ayesha Khan,ayeshakhan@upi,Google Pay,Stationery,arcylic paints,Super Market Pvt Ltd
1/3/2023 4:00,4702.437547,Simran Kaur,simrankaur@upi,Paytm,Furniture,Dining Table,Super Market Pvt Ltd
1/3/2023 5:00,3153.064028,Vivek Saxena,viveksaxena@upi,BHIM UPI,Groceries,Rice,Super Market Pvt Ltd
1/3/2023 6:00,2830.510946,Siddharth Roy,siddharthroy@upi,Paytm,Furniture,Sofa,Super Market Pvt Ltd
1/3/2023 7:00,5811.613166,Anjali Mishra,anjalimishra@upi,Google Pay,Footwear,reg footwear,Super Market Pvt Ltd
1/3/2023 8:00,4602.438117,Deepa Sinha,deepasinha@upi,Amazon Pay,Electronics,Smartphone,Super Market Pvt Ltd
1/3/2023 9:00,2825.561782,Shweta Joshi,shwetajoshi@upi,Amazon Pay,Stationery,pens,Super Market Pvt Ltd
1/3/2023 10:00,4855.082185,Vivek Saxena,viveksaxena@upi,Amazon Pay,Clothing,Jeans,Super Market Pvt Ltd
1/3/2023 11:00,4164.481803,Varun Iyer,varuniyer@upi,Amazon Pay,Frozen Foods,french fries,Super Market Pvt Ltd
1/3/2023 12:00,5486.124286,Ayesha Khan,ayeshakhan@upi,Amazon Pay,Clothing,Shirt,Super Market Pvt Ltd
1/3/2023 13:00,3613.722827,Vivek Saxena,viveksaxena@upi,Bank UPI,Clothing,Jacket,Super Market Pvt Ltd
1/3/2023 14:00,6332.606251,Arjun Malhotra,arjunmalhotra@upi,PhonePe,Furniture,Chair,Super Market Pvt Ltd
1/3/2023 15:00,1721.186842,Ramesh Chandra,rameshchandra@upi,PhonePe,Electronics,Tablet,Super Market Pvt Ltd
1/3/2023 16:00,6246.427255,Arjun Malhotra,arjunmalhotra@upi,BHIM UPI,Furniture,Chair,Super Market Pvt Ltd
1/3/2023 17:00,3496.687438,Akhil Sharma,akhilsharma@upi,Amazon Pay,Furniture,Wardrobe,Super Market Pvt Ltd
1/3/2023 18:00,2719.40257,Sneha Kapoor,snehakapoor@upi,Google Pay,Stationery,Book,Super Market Pvt Ltd
1/3/2023 19:00,5293.41575,Manoj Tiwari,manojtiwari@upi,Google Pay,Footwear,Men shoes,Super Market Pvt Ltd
1/3/2023 20:00,6035.218726,Ramesh Chandra,rameshchandra@upi,Paytm,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/3/2023 21:00,5565.680418,Varun Iyer,varuniyer@upi,Amazon Pay,Frozen Foods,Ice Cream,Super Market Pvt Ltd
1/3/2023 22:00,3472.502442,Sneha Kapoor,snehakapoor@upi,Google Pay,Footwear,socks,Super Market Pvt Ltd
1/3/2023 23:00,2974.251473,Sneha Kapoor,snehakapoor@upi,Bank UPI,Stationery,pens,Super Market Pvt Ltd
1/4/2023 0:00,2112.076308,Manoj Tiwari,manojtiwari@upi,BHIM UPI,Stationery,arcylic paints,Super Market Pvt Ltd
1/4/2023 1:00,2507.760123,Ramesh Chandra,rameshchandra@upi,Google Pay,Furniture,Sofa,Super Market Pvt Ltd
1/4/2023 2:00,2598.939342,Kavita Das,kavitadas@upi,Bank UPI,Stationery,exam pads,Super Market Pvt Ltd
1/4/2023 3:00,6301.674007,Arjun Malhotra,arjunmalhotra@upi,Bank UPI,Groceries,Rice,Super Market Pvt Ltd
1/4/2023 4:00,6163.627126,Shweta Joshi,shwetajoshi@upi,BHIM UPI,Frozen Foods,Ice Cream,Super Market Pvt Ltd
1/4/2023 5:00,6977.705235,Rajesh Gupta,rajeshgupta@upi,Amazon Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
1/4/2023 6:00,1911.966112,Vivek Saxena,viveksaxena@upi,Paytm,Groceries,Rice,Super Market Pvt Ltd
1/4/2023 7:00,2329.154441,Meera Menon,meeramenon@upi,Paytm,Groceries,Vegetables,Super Market Pvt Ltd
1/4/2023 8:00,3836.70442,Simran Kaur,simrankaur@upi,PhonePe,Stationery,arcylic paints,Super Market Pvt Ltd
1/4/2023 9:00,5985.798455,Shweta Joshi,shwetajoshi@upi,Amazon Pay,Furniture,Wardrobe,Super Market Pvt Ltd
1/4/2023 10:00,1930.189802,Nikhil Pandey,nikhilpandey@upi,Google Pay,Frozen Foods,Ice Cream,Super Market Pvt Ltd
1/4/2023 11:00,4317.086867,Sonali Bhatia,sonalibhatia@upi,Paytm,Electronics,Smartphone,Super Market Pvt Ltd
1/4/2023 12:00,3624.716529,Deepa Sinha,deepasinha@upi,Bank UPI,Groceries,Milk,Super Market Pvt Ltd
1/4/2023 13:00,4561.47826,Divya Nair,divyanair@upi,BHIM UPI,Footwear,reg footwear,Super Market Pvt Ltd
1/4/2023 14:00,3158.464225,Vivek Saxena,viveksaxena@upi,Bank UPI,Clothing,Jacket,Super Market Pvt Ltd
1/4/2023 15:00,2228.530457,Ayesha Khan,ayeshakhan@upi,BHIM UPI,Clothing,Jeans,Super Market Pvt Ltd
1/4/2023 16:00,6265.644097,Arjun Malhotra,arjunmalhotra@upi,Google Pay,Furniture,Dining Table,Super Market Pvt Ltd
1/4/2023 17:00,6139.502447,Anjali Mishra,anjalimishra@upi,Google Pay,Clothing,Shoes,Super Market Pvt Ltd
1/4/2023 18:00,5048.94627,Ramesh Chandra,rameshchandra@upi,Amazon Pay,Frozen Foods,french fries,Super Market Pvt Ltd
1/4/2023 19:00,4214.249316,Siddharth Roy,siddharthroy@upi,Google Pay,Furniture,Sofa,Super Market Pvt Ltd
1/4/2023 20:00,4895.687761,Arjun Malhotra,arjunmalhotra@upi,Google Pay,Clothing,Saree,Super Market Pvt Ltd
1/4/2023 21:00,2521.772537,Nikhil Pandey,nikhilpandey@upi,Google Pay,Electronics,Laptop,Super Market Pvt Ltd
1/4/2023 22:00,6352.176264,Nikhil Pandey,nikhilpandey@upi,Paytm,Electronics,Headphones,Super Market Pvt Ltd
1/4/2023 23:00,5079.506619,Sonali Bhatia,sonalibhatia@upi,Amazon Pay,Electronics,Smartwatch,Super Market Pvt Ltd
1/5/2023 0:00,6361.864961,Rajesh Gupta,rajeshgupta@upi,Google Pay,Electronics,Smartphone,Super Market Pvt Ltd
1/5/2023 1:00,4873.032831,Pranav Bajaj,pranavbajaj@upi,Google Pay,Groceries,Wheat,Super Market Pvt Ltd
1/5/2023 2:00,5598.948424,Simran Kaur,simrankaur@upi,Bank UPI,Frozen Foods,Ice Cream,Super Market Pvt Ltd
1/5/2023 3:00,2690.520638,Siddharth Roy,siddharthroy@upi,Bank UPI,Footwear,women shoes,Super Market Pvt Ltd
1/5/2023 4:00,4495.64686,Anjali Mishra,anjalimishra@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
1/5/2023 5:00,4350.011834,Vivek Saxena,viveksaxena@upi,Paytm,Stationery,Book,Super Market Pvt Ltd
1/5/2023 6:00,3450.34439,Pranav Bajaj,pranavbajaj@upi,Google Pay,Groceries,Wheat,Super Market Pvt Ltd
1/5/2023 7:00,4060.922909,Varun Iyer,varuniyer@upi,Paytm,Furniture,Sofa,Super Market Pvt Ltd
1/5/2023 8:00,5223.125324,Ayesha Khan,ayeshakhan@upi,Amazon Pay,Clothing,Shoes,Super Market Pvt Ltd
1/5/2023 9:00,3113.849728,Nikhil Pandey,nikhilpandey@upi,Amazon Pay,Clothing,Saree,Super Market Pvt Ltd
1/5/2023 10:00,1753.300541,Simran Kaur,simrankaur@upi,Bank UPI,Groceries,Fruits,Super Market Pvt Ltd
1/5/2023 11:00,6174.598481,Arjun Malhotra,arjunmalhotra@upi,PhonePe,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/5/2023 12:00,2329.97987,Siddharth Roy,siddharthroy@upi,BHIM UPI,Stationery,exam pads,Super Market Pvt Ltd
1/5/2023 13:00,6138.939789,Varun Iyer,varuniyer@upi,PhonePe,Clothing,Saree,Super Market Pvt Ltd
1/5/2023 14:00,2029.725171,Anjali Mishra,anjalimishra@upi,Paytm,Stationery,exam pads,Super Market Pvt Ltd
1/5/2023 15:00,3544.127731,Vivek Saxena,viveksaxena@upi,BHIM UPI,Electronics,Smartwatch,Super Market Pvt Ltd
1/5/2023 16:00,2989.171423,Divya Nair,divyanair@upi,Bank UPI,Frozen Foods,Pizza,Super Market Pvt Ltd
1/5/2023 17:00,4271.037965,Arjun Malhotra,arjunmalhotra@upi,Google Pay,Clothing,Shirt,Super Market Pvt Ltd
1/5/2023 18:00,2175.502141,Siddharth Roy,siddharthroy@upi,Bank UPI,Electronics,Laptop,Super Market Pvt Ltd
1/5/2023 19:00,7154.348663,Sneha Kapoor,snehakapoor@upi,Bank UPI,Electronics,Laptop,Super Market Pvt Ltd
1/5/2023 20:00,3424.600224,Deepa Sinha,deepasinha@upi,BHIM UPI,Clothing,Saree,Super Market Pvt Ltd
1/5/2023 21:00,3150.692564,Sneha Kapoor,snehakapoor@upi,BHIM UPI,Frozen Foods,Pizza,Super Market Pvt Ltd
1/5/2023 22:00,4759.099062,Manoj Tiwari,manojtiwari@upi,Amazon Pay,Groceries,Fruits,Super Market Pvt Ltd
1/5/2023 23:00,6288.815348,Sonali Bhatia,sonalibhatia@upi,PhonePe,Furniture,Sofa,Super Market Pvt Ltd
1/6/2023 0:00,2661.190995,Ramesh Chandra,rameshchandra@upi,Amazon Pay,Groceries,Milk,Super Market Pvt Ltd
1/6/2023 1:00,3365.395282,Pranav Bajaj,pranavbajaj@upi,Amazon Pay,Footwear,Men shoes,Super Market Pvt Ltd
1/6/2023 2:00,5014.714162,Meera Menon,meeramenon@upi,PhonePe,Footwear,Men shoes,Super Market Pvt Ltd
1/6/2023 3:00,4848.799811,Manoj Tiwari,manojtiwari@upi,Amazon Pay,Electronics,Headphones,Super Market Pvt Ltd
1/6/2023 4:00,4031.603108,Divya Nair,divyanair@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
1/6/2023 5:00,4525.724786,Rajesh Gupta,rajeshgupta@upi,Paytm,Groceries,Fruits,Super Market Pvt Ltd
1/6/2023 6:00,3311.668284,Akhil Sharma,akhilsharma@upi,Google Pay,Frozen Foods,Ice Cream,Super Market Pvt Ltd
1/6/2023 7:00,4879.512553,Simran Kaur,simrankaur@upi,Google Pay,Groceries,Wheat,Super Market Pvt Ltd
1/6/2023 8:00,3841.14373,Arjun Malhotra,arjunmalhotra@upi,Amazon Pay,Electronics,Laptop,Super Market Pvt Ltd
1/6/2023 9:00,6592.236137,Vivek Saxena,viveksaxena@upi,PhonePe,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/6/2023 10:00,4676.97096,Varun Iyer,varuniyer@upi,BHIM UPI,Furniture,Dining Table,Super Market Pvt Ltd
1/6/2023 11:00,2947.212773,Meera Menon,meeramenon@upi,Amazon Pay,Furniture,Bed,Super Market Pvt Ltd
1/6/2023 12:00,3806.269501,Kavita Das,kavitadas@upi,BHIM UPI,Footwear,Men shoes,Super Market Pvt Ltd
1/6/2023 13:00,3595.400573,Kavita Das,kavitadas@upi,BHIM UPI,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/6/2023 14:00,3238.56003,Arjun Malhotra,arjunmalhotra@upi,Bank UPI,Furniture,Dining Table,Super Market Pvt Ltd
1/6/2023 15:00,3840.174775,Siddharth Roy,siddharthroy@upi,Google Pay,Clothing,Saree,Super Market Pvt Ltd
1/6/2023 16:00,4801.975425,Pranav Bajaj,pranavbajaj@upi,Paytm,Electronics,Headphones,Super Market Pvt Ltd
1/6/2023 17:00,3663.833279,Kavita Das,kavitadas@upi,Paytm,Groceries,Vegetables,Super Market Pvt Ltd
1/6/2023 18:00,3683.108676,Sneha Kapoor,snehakapoor@upi,PhonePe,Electronics,Smartphone,Super Market Pvt Ltd
1/6/2023 19:00,5835.921503,Siddharth Roy,siddharthroy@upi,Paytm,Clothing,Jacket,Super Market Pvt Ltd
1/6/2023 20:00,3871.168709,Kavita Das,kavitadas@upi,Amazon Pay,Furniture,Bed,Super Market Pvt Ltd
1/6/2023 21:00,2298.757181,Divya Nair,divyanair@upi,Google Pay,Electronics,Smartwatch,Super Market Pvt Ltd
1/6/2023 22:00,2095.533879,Kavita Das,kavitadas@upi,Google Pay,Clothing,Jacket,Super Market Pvt Ltd
1/6/2023 23:00,6616.323366,Shweta Joshi,shwetajoshi@upi,BHIM UPI,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/7/2023 0:00,5930.906346,Manoj Tiwari,manojtiwari@upi,Amazon Pay,Furniture,Wardrobe,Super Market Pvt Ltd
1/7/2023 1:00,4572.418117,Arjun Malhotra,arjunmalhotra@upi,Amazon Pay,Frozen Foods,Pasta,Super Market Pvt Ltd
1/7/2023 2:00,6205.597225,Shweta Joshi,shwetajoshi@upi,BHIM UPI,Footwear,reg footwear,Super Market Pvt Ltd
1/7/2023 3:00,2130.051803,Ayesha Khan,ayeshakhan@upi,Bank UPI,Stationery,Book,Super Market Pvt Ltd
1/7/2023 4:00,2728.889049,Vivek Saxena,viveksaxena@upi,Bank UPI,Footwear,reg footwear,Super Market Pvt Ltd
1/7/2023 5:00,4895.490284,Divya Nair,divyanair@upi,BHIM UPI,Footwear,Men shoes,Super Market Pvt Ltd
1/7/2023 6:00,4869.719646,Deepa Sinha,deepasinha@upi,Google Pay,Stationery,arcylic paints,Super Market Pvt Ltd
1/7/2023 7:00,2362.398468,Pranav Bajaj,pranavbajaj@upi,Amazon Pay,Clothing,Shoes,Super Market Pvt Ltd
1/7/2023 8:00,5190.594087,Siddharth Roy,siddharthroy@upi,Paytm,Clothing,Jeans,Super Market Pvt Ltd
1/7/2023 9:00,4837.992047,Ayesha Khan,ayeshakhan@upi,Paytm,Groceries,Rice,Super Market Pvt Ltd
1/7/2023 10:00,3031.974087,Anjali Mishra,anjalimishra@upi,Google Pay,Groceries,Wheat,Super Market Pvt Ltd
1/7/2023 11:00,5820.731828,Vivek Saxena,viveksaxena@upi,Paytm,Footwear,kids footwear,Super Market Pvt Ltd
1/7/2023 12:00,2644.19041,Varun Iyer,varuniyer@upi,Paytm,Electronics,Tablet,Super Market Pvt Ltd
1/7/2023 13:00,5449.893522,Kavita Das,kavitadas@upi,Amazon Pay,Furniture,Dining Table,Super Market Pvt Ltd
1/7/2023 14:00,4423.499898,Arjun Malhotra,arjunmalhotra@upi,Amazon Pay,Groceries,Rice,Super Market Pvt Ltd
1/7/2023 15:00,2855.549222,Pranav Bajaj,pranavbajaj@upi,PhonePe,Furniture,Sofa,Super Market Pvt Ltd
1/7/2023 16:00,5029.966529,Simran Kaur,simrankaur@upi,Amazon Pay,Stationery,arcylic paints,Super Market Pvt Ltd
1/7/2023 17:00,4022.076207,Rajesh Gupta,rajeshgupta@upi,PhonePe,Electronics,Laptop,Super Market Pvt Ltd
1/7/2023 18:00,4324.746391,Anjali Mishra,anjalimishra@upi,Bank UPI,Footwear,socks,Super Market Pvt Ltd
1/7/2023 19:00,2131.758424,Varun Iyer,varuniyer@upi,Amazon Pay,Frozen Foods,Tortilla,Super Market Pvt Ltd
1/7/2023 20:00,3174.395545,Kavita Das,kavitadas@upi,BHIM UPI,Furniture,Sofa,Super Market Pvt Ltd
1/7/2023 21:00,5222.120067,Rajesh Gupta,rajeshgupta@upi,Amazon Pay,Stationery,arcylic paints,Super Market Pvt Ltd
1/7/2023 22:00,5819.824497,Sneha Kapoor,snehakapoor@upi,PhonePe,Footwear,Men shoes,Super Market Pvt Ltd
1/7/2023 23:00,2020.523488,Divya Nair,divyanair@upi,Paytm,Frozen Foods,Pasta,Super Market Pvt Ltd
1/8/2023 0:00,4729.967695,Pranav Bajaj,pranavbajaj@upi,Amazon Pay,Furniture,Dining Table,Super Market Pvt Ltd
1/8/2023 1:00,3051.273901,Ayesha Khan,ayeshakhan@upi,Paytm,Electronics,Laptop,Super Market Pvt Ltd
1/8/2023 2:00,4511.787206,Anjali Mishra,anjalimishra@upi,Paytm,Groceries,Vegetables,Super Market Pvt Ltd
1/8/2023 3:00,2074.12996,Rajesh Gupta,rajeshgupta@upi,Amazon Pay,Clothing,Shoes,Super Market Pvt Ltd
1/8/2023 4:00,4583.549184,Pranav Bajaj,pranavbajaj@upi,Amazon Pay,Footwear,Men shoes,Super Market Pvt Ltd
1/8/2023 5:00,901.4761913,Anjali Mishra,anjalimishra@upi,BHIM UPI,Groceries,Vegetables,Super Market Pvt Ltd
1/8/2023 6:00,4233.188197,Divya Nair,divyanair@upi,Bank UPI,Furniture,Dining Table,Super Market Pvt Ltd
1/8/2023 7:00,5561.008377,Shweta Joshi,shwetajoshi@upi,PhonePe,Stationery,exam pads,Super Market Pvt Ltd
1/8/2023 8:00,5918.996764,Shweta Joshi,shwetajoshi@upi,Amazon Pay,Stationery,Book,Super Market Pvt Ltd
1/8/2023 9:00,2187.951123,Shweta Joshi,shwetajoshi@upi,Paytm,Groceries,Rice,Super Market Pvt Ltd
1/8/2023 10:00,5792.974234,Deepa Sinha,deepasinha@upi,Paytm,Clothing,Shirt,Super Market Pvt Ltd
1/8/2023 11:00,3293.032756,Akhil Sharma,akhilsharma@upi,Amazon Pay,Footwear,Men shoes,Super Market Pvt Ltd
1/8/2023 12:00,4353.581315,Ayesha Khan,ayeshakhan@upi,PhonePe,Footwear,women shoes,Super Market Pvt Ltd
1/8/2023 13:00,1663.873379,Kavita Das,kavitadas@upi,Bank UPI,Groceries,Milk,Super Market Pvt Ltd
1/8/2023 14:00,2944.247133,Shweta Joshi,shwetajoshi@upi,Paytm,Electronics,Smartphone,Super Market Pvt Ltd
1/8/2023 15:00,4892.563984,Shweta Joshi,shwetajoshi@upi,Bank UPI,Furniture,Dining Table,Super Market Pvt Ltd
1/8/2023 16:00,1562.552665,Ayesha Khan,ayeshakhan@upi,Bank UPI,Groceries,Wheat,Super Market Pvt Ltd
1/8/2023 17:00,4622.047522,Deepa Sinha,deepasinha@upi,BHIM UPI,Electronics,Headphones,Super Market Pvt Ltd
1/8/2023 18:00,2010.287751,Pranav Bajaj,pranavbajaj@upi,Paytm,Footwear,kids footwear,Super Market Pvt Ltd
1/8/2023 19:00,4995.757376,Sneha Kapoor,snehakapoor@upi,PhonePe,Furniture,Dining Table,Super Market Pvt Ltd
1/8/2023 20:00,3942.465821,Nikhil Pandey,nikhilpandey@upi,Google Pay,Footwear,reg footwear,Super Market Pvt Ltd
1/8/2023 21:00,3325.252283,Varun Iyer,varuniyer@upi,BHIM UPI,Clothing,Saree,Super Market Pvt Ltd
1/8/2023 22:00,2670.568281,Arjun Malhotra,arjunmalhotra@upi,BHIM UPI,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/8/2023 23:00,1211.445005,Sneha Kapoor,snehakapoor@upi,Google Pay,Frozen Foods,Ice Cream,Super Market Pvt Ltd
1/9/2023 0:00,3557.160449,Divya Nair,divyanair@upi,BHIM UPI,Electronics,Headphones,Super Market Pvt Ltd
1/9/2023 1:00,2017.268621,Deepa Sinha,deepasinha@upi,BHIM UPI,Clothing,Jeans,Super Market Pvt Ltd
1/9/2023 2:00,2454.234446,Kavita Das,kavitadas@upi,BHIM UPI,Clothing,Jacket,Super Market Pvt Ltd
1/9/2023 3:00,1233.244483,Pranav Bajaj,pranavbajaj@upi,Paytm,Clothing,Shoes,Super Market Pvt Ltd
1/9/2023 4:00,4344.265411,Divya Nair,divyanair@upi,Paytm,Electronics,Smartwatch,Super Market Pvt Ltd
1/9/2023 5:00,3967.407623,Deepa Sinha,deepasinha@upi,Amazon Pay,Furniture,Chair,Super Market Pvt Ltd
1/9/2023 6:00,2441.08777,Varun Iyer,varuniyer@upi,Amazon Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
1/9/2023 7:00,2554.054483,Ayesha Khan,ayeshakhan@upi,Paytm,Footwear,kids footwear,Super Market Pvt Ltd
1/9/2023 8:00,872.335174,Siddharth Roy,siddharthroy@upi,BHIM UPI,Furniture,Dining Table,Super Market Pvt Ltd
1/9/2023 9:00,3789.282828,Sonali Bhatia,sonalibhatia@upi,PhonePe,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
1/9/2023 10:00,2684.48103,Siddharth Roy,siddharthroy@upi,Google Pay,Furniture,Chair,Super Market Pvt Ltd
1/9/2023 11:00,3898.571906,Nikhil Pandey,nikhilpandey@upi,Amazon Pay,Furniture,Chair,Super Market Pvt Ltd
1/9/2023 12:00,3891.416978,Divya Nair,divyanair@upi,BHIM UPI,Footwear,reg footwear,Super Market Pvt Ltd
1/9/2023 13:00,5462.865513,Manoj Tiwari,manojtiwari@upi,Amazon Pay,Footwear,socks,Super Market Pvt Ltd
1/9/2023 14:00,2407.92693,Meera Menon,meeramenon@upi,Bank UPI,Electronics,Headphones,Super Market Pvt Ltd
